ensimmaisetnovellit/ensimmaisetnovellit_0000.wav|I. Siihen aikaan, kun isä lampun osti, sanoi hän äidille näinikään: --Äiti hoi, kuulehan,--|I. Siihen aikaan, kun isä lampun osti, sanoi hän äidille näinikään: --Äiti hoi, kuulehan,--|7.43
ensimmaisetnovellit/ensimmaisetnovellit_0544.wav|osta sinäkin tämmöinen...» »Eihän minulla ole rahaa--» »Tekisikö sinun hyvin mielesi? ... taitaisi tehdä--» »|osta sinäkin tämmöinen... Eihän minulla ole rahaa-- Tekisikö sinun hyvin mielesi? ... taitaisi tehdä--|8.51
ensimmaisetnovellit/ensimmaisetnovellit_0545.wav|Ei tuo niin hyvinkään»--Vaikka näkihän Martti, että tekihän sen niin mieli, että suupielissä revähteli.|Ei tuo niin hyvinkään --Vaikka näkihän Martti, että tekihän sen niin mieli, että suupielissä revähteli.|9.02
ensimmaisetnovellit/ensimmaisetnovellit_0546.wav|Martti antoi Antin vielä katsella kelloa kauan aikaa, piti sitä hänen edessään ja antoi hänen sitä omasta kädestäänkin katsella,|Martti antoi Antin vielä katsella kelloa kauan aikaa, piti sitä hänen edessään ja antoi hänen sitä omasta kädestäänkin katsella,|9.52
ensimmaisetnovellit/ensimmaisetnovellit_0547.wav|eikä pelännyt ollenkaan, että Antti sen särkisi tai pudottaisi. Ja Antti näytti siinä hänen mielestään paljoa vähäpätöisemmältä kuin ennen.|eikä pelännyt ollenkaan, että Antti sen särkisi tai pudottaisi. Ja Antti näytti siinä hänen mielestään paljoa vähäpätöisemmältä kuin ennen.|9.76
ensimmaisetnovellit/ensimmaisetnovellit_0548.wav|Ja mikä siinä lie ollut, että hän myös itse mielestään oli Antin suhteen suurempi kuin ennen. Ei hän ennen ollut sitä niin huomannut ...|Ja mikä siinä lie ollut, että hän myös itse mielestään oli Antin suhteen suurempi kuin ennen. Ei hän ennen ollut sitä niin huomannut ...|9.25
ensimmaisetnovellit/ensimmaisetnovellit_0549.wav|välistä vain, kun olivat lukeneet säästöjään ja Martilla oli monta markkaa enemmän. »Joko pannaan kello taskuun?»|välistä vain, kun olivat lukeneet säästöjään ja Martilla oli monta markkaa enemmän. Joko pannaan kello taskuun?|9.91
ensimmaisetnovellit/ensimmaisetnovellit_0550.wav|Martti pani kellon taskuunsa. Mutta häntä rupesi heti kohta säälittämään, että ehkä Antti vielä olisi tahtonut katsoa ...|Martti pani kellon taskuunsa. Mutta häntä rupesi heti kohta säälittämään, että ehkä Antti vielä olisi tahtonut katsoa ...|9.75
ensimmaisetnovellit/ensimmaisetnovellit_0551.wav|ja näytti sitä vielä uudelleen Antille... Ei sillä raukalla ole kelloa, ja tuossa se istuu niin täpärästi penkin laidalla ...|ja näytti sitä vielä uudelleen Antille... Ei sillä raukalla ole kelloa, ja tuossa se istuu niin täpärästi penkin laidalla ...|8.21
ensimmaisetnovellit/ensimmaisetnovellit_0552.wav|nenän pää hienona kuin veitsen kärki ... ja sivelee toisen kellon kuorta ja vitjoja... Jos Martti olisi ollut rikas mies,|nenän pää hienona kuin veitsen kärki ... ja sivelee toisen kellon kuorta ja vitjoja... Jos Martti olisi ollut rikas mies,|9.05
ensimmaisetnovellit/ensimmaisetnovellit_0553.wav|olisi hän saattanut antaa tämän kellon Antille ja itse ostaa ankkurin ... niin häntä säälitti Antti... »|olisi hän saattanut antaa tämän kellon Antille ja itse ostaa ankkurin ... niin häntä säälitti Antti...|7.64
ensimmaisetnovellit/ensimmaisetnovellit_0554.wav|Kelpaisiko sinulle silinterikello?» »Kelpaisi toki ... vaikka minkälainen, kunhan olisi vain kello...» »Minä meinaan ostaa ankkurin ...|Kelpaisiko sinulle silinterikello? Kelpaisi toki ... vaikka minkälainen, kunhan olisi vain kello... Minä meinaan ostaa ankkurin ...|9.69
ensimmaisetnovellit/ensimmaisetnovellit_0555.wav|tässä joskus...» »Minnekkäs sinä sitten tämän...?» »En tiedä, vaikka möisin jollekulle...» »Myö minulle...» »|tässä joskus... Minnekkäs sinä sitten tämän...? En tiedä, vaikka möisin jollekulle... Myö minulle...|8.69
ensimmaisetnovellit/ensimmaisetnovellit_0556.wav|En minä nyt vielä osta uutta ... vasta sitten, kun pääsen kisälliksi... Enkös minä jo nyt näytä vähän kisälliltä ... kun on kellokin...?--|En minä nyt vielä osta uutta ... vasta sitten, kun pääsen kisälliksi... Enkös minä jo nyt näytä vähän kisälliltä ... kun on kellokin...?--|9.04
ensimmaisetnovellit/ensimmaisetnovellit_0557.wav|Sen oli Martti leikillä sanovinaan. »Kyllä näytät...» »Mutta sinä olet vielä aivan oppipojan näköinen...» »Kun ei ole kelloa...» »|Sen oli Martti leikillä sanovinaan. Kyllä näytät... Mutta sinä olet vielä aivan oppipojan näköinen... Kun ei ole kelloa...|9.88
ensimmaisetnovellit/ensimmaisetnovellit_0558.wav|Sentähdenköhän se on...--Etkö tahtoisi, Antti, limunaatia? ... minä itse jo join...»|Sentähdenköhän se on...--Etkö tahtoisi, Antti, limunaatia? ... minä itse jo join...|7.02
ensimmaisetnovellit/ensimmaisetnovellit_0559.wav|Martille tuli tuossa yht'äkkiä semmoinen hyvän tahdon puuskaus ...|Martille tuli tuossa yht'äkkiä semmoinen hyvän tahdon puuskaus ...|5.39
ensimmaisetnovellit/ensimmaisetnovellit_0560.wav|hänestä tuntui ihan, kuin olisi hän ollut Antille velkaa yhden lasin limunaatia ...|hänestä tuntui ihan, kuin olisi hän ollut Antille velkaa yhden lasin limunaatia ...|5.77
ensimmaisetnovellit/ensimmaisetnovellit_0561.wav|sillä raukalla kun ei ole kelloakaan ja milloin saaneekaan... Mutta heti kohta katui hän sitä tarjoustaan ... menee rahaa ihan omasta edestään ...|sillä raukalla kun ei ole kelloakaan ja milloin saaneekaan... Mutta heti kohta katui hän sitä tarjoustaan ... menee rahaa ihan omasta edestään ...|9.92
ensimmaisetnovellit/ensimmaisetnovellit_0562.wav|vaikka eihän tuo paljon olisi ... kymmenen penniä... Pitäähän sitä siksi toki toisen tähden ... jolla ei edes ole kelloa...|vaikka eihän tuo paljon olisi ... kymmenen penniä... Pitäähän sitä siksi toki toisen tähden ... jolla ei edes ole kelloa...|9.63
ensimmaisetnovellit/ensimmaisetnovellit_0563.wav|Ja Martti joi itsekin ja kilisti lasia Antin kanssa. »Sano nyt, Antti, minulle, että olkoon onnea uudelle kellollesi»,|Ja Martti joi itsekin ja kilisti lasia Antin kanssa. Sano nyt, Antti, minulle, että olkoon onnea uudelle kellollesi ,|9.48
ensimmaisetnovellit/ensimmaisetnovellit_0564.wav|sanoi Martti,--leikillä olevinaan... »No olkoon ... olkoon...» Molemmat he naurahtivat, ja|sanoi Martti,--leikillä olevinaan... No olkoon ... olkoon... Molemmat he naurahtivat, ja|7.85
ensimmaisetnovellit/ensimmaisetnovellit_0565.wav|Martti tuli yhä paremmalle tuulelle. Ei hän ollut koskaan rinnassaan tuntenut semmoista paisuvaa tunnetta kuin nyt. »|Martti tuli yhä paremmalle tuulelle. Ei hän ollut koskaan rinnassaan tuntenut semmoista paisuvaa tunnetta kuin nyt.|9.15
ensimmaisetnovellit/ensimmaisetnovellit_0566.wav|Tuolta ne nyt taas tulee ... ei olla näkevinämmekään... Ei, ei käännytä syrjään ... luulevat, että me heitä väistytään ...|Tuolta ne nyt taas tulee ... ei olla näkevinämmekään... Ei, ei käännytä syrjään ... luulevat, että me heitä väistytään ...|9.99
ensimmaisetnovellit/ensimmaisetnovellit_0567.wav|kuletaan suoraan ja katsotaan suoraan eteenpäin ... ollaan mekin ylpeitä puolestamme...»|kuletaan suoraan ja katsotaan suoraan eteenpäin ... ollaan mekin ylpeitä puolestamme...|7.26
ensimmaisetnovellit/ensimmaisetnovellit_0568.wav|Sitä ei Antti nyt ymmärtänyt, miksi niin pitäisi olla, mutta hän koetti kuitenkin niin olla. »Katsooko ne jälkeensä, katsoppas!»|Sitä ei Antti nyt ymmärtänyt, miksi niin pitäisi olla, mutta hän koetti kuitenkin niin olla. Katsooko ne jälkeensä, katsoppas!|9.35
ensimmaisetnovellit/ensimmaisetnovellit_0569.wav|sanoi Martti Antille, kun olivat päässeet ohitse. »Eihän nuo katso ... menevät vain.» Ja se vähän harmitti Marttia.|sanoi Martti Antille, kun olivat päässeet ohitse. Eihän nuo katso ... menevät vain. Ja se vähän harmitti Marttia.|9.95
ensimmaisetnovellit/ensimmaisetnovellit_0570.wav|Se kaartilainen, joka äsken oli Marttia survannut, tuli vastaan muuan tyttö käsipuolessa.|Se kaartilainen, joka äsken oli Marttia survannut, tuli vastaan muuan tyttö käsipuolessa.|6.82
ensimmaisetnovellit/ensimmaisetnovellit_0571.wav|Ne kulkivat keskitietä ja Martti kulki myöskin. Antti väistyi syrjään, mutta Martti ei väistynyt ...|Ne kulkivat keskitietä ja Martti kulki myöskin. Antti väistyi syrjään, mutta Martti ei väistynyt ...|7.67
ensimmaisetnovellit/ensimmaisetnovellit_0572.wav|tiukotti tahallaan kulkuaan ja survasi olkapäällään tyttöä, niin että tämän piti seisahtua. »Hyi!»|tiukotti tahallaan kulkuaan ja survasi olkapäällään tyttöä, niin että tämän piti seisahtua. Hyi!|7.6
ensimmaisetnovellit/ensimmaisetnovellit_0573.wav|sanoi tyttö, ja kaartilainen kirosi. Mutta Martti vain nauraa hihitteli Antille, eikä ollut tietävinäänkään.|sanoi tyttö, ja kaartilainen kirosi. Mutta Martti vain nauraa hihitteli Antille, eikä ollut tietävinäänkään.|8.16
ensimmaisetnovellit/ensimmaisetnovellit_0574.wav|Minkä tähden se nyt noin? kummasteli Antti eikä ymmärtänyt nyt ollenkaan Marttia.|Minkä tähden se nyt noin? kummasteli Antti eikä ymmärtänyt nyt ollenkaan Marttia.|7.43
ensimmaisetnovellit/ensimmaisetnovellit_0575.wav|Mutta Martti tunsi tunteen yhä paisuvan... »Eikö mennä juomaan pullo olutta?» Marttiko ehdottaa olutta juomaan?...|Mutta Martti tunsi tunteen yhä paisuvan... Eikö mennä juomaan pullo olutta? Marttiko ehdottaa olutta juomaan?...|9.27
ensimmaisetnovellit/ensimmaisetnovellit_0576.wav|Eikä Antti nyt enää vähääkään ymmärtänyt Marttia, joka ei milloinkaan ennen ... ja joka aina oli siitä Anttia moittinut,|Eikä Antti nyt enää vähääkään ymmärtänyt Marttia, joka ei milloinkaan ennen ... ja joka aina oli siitä Anttia moittinut,|8.04
ensimmaisetnovellit/ensimmaisetnovellit_0577.wav|että tämän teki välistä mieli muiden kanssa pistäytyä kapakkaan... »Mitä katsot ... eikö lähdetä...? Istutaan tähän!»--|että tämän teki välistä mieli muiden kanssa pistäytyä kapakkaan... Mitä katsot ... eikö lähdetä...? Istutaan tähän! --|9.4
ensimmaisetnovellit/ensimmaisetnovellit_0578.wav|He olivat tulleet Kappelin edustalle. »Eihän me tähän...» »Minkä tähden ei?...» »Herrain penkkiin...» »|He olivat tulleet Kappelin edustalle. Eihän me tähän... Minkä tähden ei?... Herrain penkkiin...|9.2
ensimmaisetnovellit/ensimmaisetnovellit_0579.wav|Kun raha maksetaan, niin ollaan me yhtä suuria herroja kuin muutkin...» »Täällä on kalliimpaa...» »Minnekäs me sitten?» »|Kun raha maksetaan, niin ollaan me yhtä suuria herroja kuin muutkin... Täällä on kalliimpaa... Minnekäs me sitten?|8.15
ensimmaisetnovellit/ensimmaisetnovellit_0580.wav|Mennään olutpuotiin...» Olisi Martin tehnyt mieli istuutua tuohon mukavalle puusohvalle pyöreän pöydän ääreen ... selkäkenoon ...|Mennään olutpuotiin... Olisi Martin tehnyt mieli istuutua tuohon mukavalle puusohvalle pyöreän pöydän ääreen ... selkäkenoon ...|9.32
ensimmaisetnovellit/ensimmaisetnovellit_0581.wav|jalka toisen päälle nostettuna ja käsi kellon vitjoissa ... niinkuin tuo herra tuossa toisella sohvalla,|jalka toisen päälle nostettuna ja käsi kellon vitjoissa ... niinkuin tuo herra tuossa toisella sohvalla,|7.08
ensimmaisetnovellit/ensimmaisetnovellit_0582.wav|jolla ei kuitenkaan ole edes niinkään kiiltäviä vitjoja kuin Martilla ... tummat teräksiset mitkä lie ...|jolla ei kuitenkaan ole edes niinkään kiiltäviä vitjoja kuin Martilla ... tummat teräksiset mitkä lie ...|8.06
ensimmaisetnovellit/ensimmaisetnovellit_0583.wav|ja eikö lie sitä mukaa kellokin...? »Eikähän sieltä kuule soittoakaan», väitti Martti...|ja eikö lie sitä mukaa kellokin...? Eikähän sieltä kuule soittoakaan , väitti Martti...|7.46
ensimmaisetnovellit/ensimmaisetnovellit_0584.wav|Mutta suostui hän kuitenkin tulemaan olutpuotiin,|Mutta suostui hän kuitenkin tulemaan olutpuotiin,|3.57
ensimmaisetnovellit/ensimmaisetnovellit_0585.wav|joka oli kauppatorin laidassa ja jonne Antti osasi viedä------ * * * * * »|joka oli kauppatorin laidassa ja jonne Antti osasi viedä------|6.47
ensimmaisetnovellit/ensimmaisetnovellit_0586.wav|Näin minä kelloani vain heittelen ... ja otan ilmasta kiinni! ... sinä et uskaltaisi milloinkaan...!--Noin! ... hih!» »|Näin minä kelloani vain heittelen ... ja otan ilmasta kiinni! ... sinä et uskaltaisi milloinkaan...!--Noin! ... hih!|9.21
ensimmaisetnovellit/ensimmaisetnovellit_0587.wav|Elä ... elä! ... se putoo ... ja särkyy...» »Ja nyt se pannaan suuhun ... ja nielaistaan vaikka mahaan ... ja lähtään taas juomaan olutta päälle...!» »|Elä ... elä! ... se putoo ... ja särkyy... Ja nyt se pannaan suuhun ... ja nielaistaan vaikka mahaan ... ja lähtään taas juomaan olutta päälle...!|9.81
ensimmaisetnovellit/ensimmaisetnovellit_0588.wav|Martti! ei se ole hyvä kellolle ... ota nyt se pois suustasi ja pane lakkariisi...» »Se on minun kelloni ...|Martti! ei se ole hyvä kellolle ... ota nyt se pois suustasi ja pane lakkariisi... Se on minun kelloni ...|8.18
ensimmaisetnovellit/ensimmaisetnovellit_0589.wav|enkö minä ole sitä omalla rahallani maksanut?» »Olet ... olet...» »Enkö minä maksanut sinunkin oluttasi ... enkö maksanut...?» »|enkö minä ole sitä omalla rahallani maksanut? Olet ... olet... Enkö minä maksanut sinunkin oluttasi ... enkö maksanut...?|8.44
ensimmaisetnovellit/ensimmaisetnovellit_0590.wav|Maksoit, maksoit ... vaikka kyllä minä olisin osastani itsekin...» »Niin ... mutta minäpähän maksoin ... eihän sinulla ole, millä maksaa...|Maksoit, maksoit ... vaikka kyllä minä olisin osastani itsekin... Niin ... mutta minäpähän maksoin ... eihän sinulla ole, millä maksaa...|9.79
ensimmaisetnovellit/ensimmaisetnovellit_0591.wav|Paljonko on kellosi, poika?» »Eihän minulla ole kelloa ... ennenkuin ostan...» »Ostat? millä sinä sen ostat?» »|Paljonko on kellosi, poika? Eihän minulla ole kelloa ... ennenkuin ostan... Ostat? millä sinä sen ostat?|8.52
ensimmaisetnovellit/ensimmaisetnovellit_0592.wav|Omalla rahallani ... sitten kun säästän...» »Sinä et saa ikänäsi niin paljon rahaa säästetyksi...» »|Omalla rahallani ... sitten kun säästän... Sinä et saa ikänäsi niin paljon rahaa säästetyksi...|7.83
ensimmaisetnovellit/ensimmaisetnovellit_0593.wav|Mistä sinä sen tiedät?» »Kas, kas, kun on äkäinen ... mistä sinä olet äkäinen? Minähän sinun oluesikin maksoin...» »Itsehän sinä veit kellon ostajaisia juomaan...» »Olisit sinä saattanut sen toisen pullon...» »Sinähän sen kutsuit...» »|Mistä sinä sen tiedät? Kas, kas, kun on äkäinen ... mistä sinä olet äkäinen? Minähän sinun oluesikin maksoin... Itsehän sinä veit kellon ostajaisia juomaan... Olisit sinä saattanut sen toisen pullon... Sinähän sen kutsuit...|9.42
ensimmaisetnovellit/ensimmaisetnovellit_0594.wav|Olisit sinä kutsunut ... joitpahan kuitenkin ... kun minä jo kutsuin ensimmäisen ... sinä olet itara mies ...|Olisit sinä kutsunut ... joitpahan kuitenkin ... kun minä jo kutsuin ensimmäisen ... sinä olet itara mies ...|9.65
ensimmaisetnovellit/ensimmaisetnovellit_0595.wav|et milloinkaan saa kellorahaa ... minulla on kello, mutta sinä et saa milloinkaan ... ja sinä olet itara mies...» »|et milloinkaan saa kellorahaa ... minulla on kello, mutta sinä et saa milloinkaan ... ja sinä olet itara mies...|8.29
ensimmaisetnovellit/ensimmaisetnovellit_0596.wav|Mene sitten ... en minä lähde sinun matkaasi ... sinä olet humalassa ja haukut ... minä lähden kotiin...» »|Mene sitten ... en minä lähde sinun matkaasi ... sinä olet humalassa ja haukut ... minä lähden kotiin...|8.31
ensimmaisetnovellit/ensimmaisetnovellit_0597.wav|Mene vain ... joudat mennä ... kelloa sinä et saa milloinkaan, mutta minulla on kello... Suus kiinni!--|Mene vain ... joudat mennä ... kelloa sinä et saa milloinkaan, mutta minulla on kello... Suus kiinni!--|7.73
ensimmaisetnovellit/ensimmaisetnovellit_0598.wav|sinä olet semmoinen kaitanenä ... huippunenä ... kuin veitsenkärki ... hieno...»|sinä olet semmoinen kaitanenä ... huippunenä ... kuin veitsenkärki ... hieno...|7.79
ensimmaisetnovellit/ensimmaisetnovellit_0599.wav|Se oli suurin loukkaus, minkä Antille saattoi sanoa, se, että hänellä oli hieno nenä kuin veitsenkärki.|Se oli suurin loukkaus, minkä Antille saattoi sanoa, se, että hänellä oli hieno nenä kuin veitsenkärki.|7.41
ensimmaisetnovellit/ensimmaisetnovellit_0600.wav|Muulla millään eivät kisällit ja oppipoiat häntä saaneet suuttumaan, mutta niin kohta kuin häntä huippunenäksi sanoivat, suuttui hän|Muulla millään eivät kisällit ja oppipoiat häntä saaneet suuttumaan, mutta niin kohta kuin häntä huippunenäksi sanoivat, suuttui hän|8.42
ensimmaisetnovellit/ensimmaisetnovellit_0601.wav|ja suuttui silmittömäksi ... huusi, viskeli lestejä ympäri verstaan, kaatoi tuolit ja pöydät|ja suuttui silmittömäksi ... huusi, viskeli lestejä ympäri verstaan, kaatoi tuolit ja pöydät|9.09
ensimmaisetnovellit/ensimmaisetnovellit_0602.wav|ja kiroili. Ja kun joku vanhempi häntä silloin kädestä hillitsi, tavoitteli hän sitä purrakseen, kun ei muuta tainnut.|ja kiroili. Ja kun joku vanhempi häntä silloin kädestä hillitsi, tavoitteli hän sitä purrakseen, kun ei muuta tainnut.|8.34
ensimmaisetnovellit/ensimmaisetnovellit_0603.wav|Mutta nyt pillahti hän itkemään ja lähti käymään pois... Martti yksin oli ollut hänelle hyvä, kun muut olivat pahoja.|Mutta nyt pillahti hän itkemään ja lähti käymään pois... Martti yksin oli ollut hänelle hyvä, kun muut olivat pahoja.|7.38
ensimmaisetnovellit/ensimmaisetnovellit_0604.wav|Hän yksin oli ollut häntä haukkumatta hänen huipusta nenästään ja puolustanut häntä muita vastaan. Ja nyt hänkin haukkui ...|Hän yksin oli ollut häntä haukkumatta hänen huipusta nenästään ja puolustanut häntä muita vastaan. Ja nyt hänkin haukkui ...|8.84
ensimmaisetnovellit/ensimmaisetnovellit_0605.wav|samalla lailla kuin muut ... ja ihan ilman syyttä... Se kävi Anttiin niin pahasti, että häneltä pääsi itku.|samalla lailla kuin muut ... ja ihan ilman syyttä... Se kävi Anttiin niin pahasti, että häneltä pääsi itku.|8.4
ensimmaisetnovellit/ensimmaisetnovellit_0606.wav|Ja hänestä tuntui, ettei heistä enää milloinkaan oikeita ystäviä tule ja ettei ole yhtään oikeata ihmistä maailmassa,|Ja hänestä tuntui, ettei heistä enää milloinkaan oikeita ystäviä tule ja ettei ole yhtään oikeata ihmistä maailmassa,|8.48
ensimmaisetnovellit/ensimmaisetnovellit_0607.wav|kun Marttikin on semmoinen. Se häntä itketti vielä enemmän...|kun Marttikin on semmoinen. Se häntä itketti vielä enemmän...|9.2
